f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,class
0.447214,4.145060,6.496306,13.210360,16.509694,17.660351,18.854018,20.568128,21.685109,23.430322,-0.679033,-0.412136,-0.240074,-0.100145,0.005401,0.154468,0.315054,0.469889,0.732811,3.189519,0.023709,0.070507,0.122086,0.192816,0.253757,0.327651,0.449211,0.624226,1.056096,4.722685,0.987728,0.997003,0.999174,0.999778,0.999928,0.999981,0.999995,0.999998,1.000000,1.000000,13.485160,13.086584,23.430322,7.749044,-0.004405,-0.004289,0.474268,3.189519,-3.601899,3.601899,0.664088,0.466907,-0.508676,0.467253,0.434976,4.722685,0.578663,0.991494,0.991277,0.593013,0.036950,0.046358,0.003513,7969.729569,10.166667,30.098361,28.131148,0.590164,6.000000,26.000000,0.000000,35.000000,1.346154,0.003262,0.000000,0.042623,3520.420000,21.000000
0.141421,0.309551,0.569722,1.178566,5.316879,9.263881,10.670004,12.867392,17.364470,29.094673,-0.845893,-0.485456,-0.286393,-0.100000,-0.005301,0.080896,0.217971,0.487487,0.854687,2.859875,0.000000,0.054668,0.097395,0.154297,0.247663,0.391493,0.553482,0.823204,1.275672,3.976035,0.961907,0.983495,0.993852,0.998162,0.999245,0.999691,0.999867,0.999969,0.999997,1.000000,7.375278,7.080267,29.094673,7.362813,-0.017867,-0.017688,0.549560,2.859875,-2.523468,2.859875,0.806273,0.559964,-0.550673,0.551676,0.501859,3.976035,0.649175,0.982620,0.981819,0.558766,0.051037,0.132203,0.018361,2124.080132,5.016667,28.305648,30.697674,0.598007,3.000000,18.000000,0.000000,21.000000,1.166667,0.008474,0.000000,0.059801,1419.330000,21.000000
0.164853,2.384386,6.038708,9.659089,13.340540,15.383822,16.635202,20.200621,21.923501,23.200862,-0.623557,-0.423277,-0.251841,-0.100000,0.000000,0.100000,0.238369,0.447214,0.707288,1.950077,0.000000,0.032875,0.095380,0.142636,0.206602,0.300190,0.408969,0.574148,0.968327,4.026101,0.982597,0.995810,0.999337,0.999795,0.999928,0.999975,0.999993,0.999998,1.000000,1.000000,12.487337,11.667001,23.200862,7.797284,-0.000812,-0.000787,0.433703,1.950077,-2.817758,2.817758,0.598817,0.448658,-0.446234,0.448563,0.397411,4.026101,0.558725,0.989393,0.988748,0.600000,0.042194,0.054412,0.004630,7991.895915,11.433333,28.862974,29.125364,0.349854,3.000000,32.000000,1.000000,53.000000,1.656250,0.004004,0.000125,0.046647,3283.830000,21.000000
0.804358,5.555646,9.894159,12.137718,14.301748,15.233999,18.424517,19.680342,21.223074,25.183526,-0.796176,-0.468048,-0.277004,-0.119518,0.028428,0.158950,0.306577,0.478897,0.778603,3.084820,0.021052,0.063258,0.110896,0.177755,0.257486,0.352981,0.472698,0.627109,1.070362,5.076329,0.984799,0.997212,0.999370,0.999775,0.999924,0.999977,0.999992,0.999997,1.000000,1.000000,13.214389,12.893651,25.183526,7.112836,0.003264,0.003248,0.536310,3.084820,-3.801287,3.801287,0.768188,0.521799,-0.557456,0.463793,0.441242,5.076329,0.586934,0.990703,0.990564,0.514496,0.041118,0.057096,0.004392,7968.276315,10.316667,30.920840,28.594507,0.387722,4.000000,13.000000,0.000000,16.000000,1.230769,0.001631,0.000000,0.021002,3842.130000,21.000000
0.691246,3.870296,6.016473,10.613375,13.743098,15.897980,16.842921,19.833405,22.669116,23.920075,-0.661570,-0.445629,-0.225383,-0.106393,0.000000,0.099747,0.254714,0.478518,0.782422,2.274916,0.033251,0.069479,0.117318,0.164685,0.234378,0.325908,0.472759,0.705104,1.070864,3.765560,0.981163,0.996557,0.998859,0.999666,0.999886,0.999964,0.999991,0.999997,0.999999,1.000000,12.366416,12.174283,23.920075,7.709805,-0.000143,-0.000141,0.470291,2.274916,-3.257001,3.257001,0.650886,0.477580,-0.473783,0.461491,0.446478,3.765560,0.582629,0.989878,0.989762,0.554700,0.039494,0.064011,0.005221,8619.392148,11.816667,29.449929,29.703808,0.761636,6.000000,8.000000,0.000000,12.000000,1.500000,0.000928,0.000000,0.011283,3638.430000,21.000000
3.370575,8.814186,12.419257,16.773789,19.966095,21.993090,23.557205,24.418026,25.361900,28.425341,-0.643561,-0.403687,-0.245205,-0.105044,0.000000,0.099999,0.260047,0.413922,0.706891,2.856675,0.017698,0.071976,0.122455,0.195737,0.268997,0.360328,0.493092,0.736711,1.422300,6.462038,0.995606,0.999032,0.999715,0.999916,0.999975,0.999991,0.999997,0.999999,1.000000,1.000000,17.544786,16.942759,28.425341,8.285765,-0.005872,-0.005749,0.464777,2.856675,-4.500585,4.500585,0.677558,0.471925,-0.477553,0.553490,0.521685,6.462038,0.720744,0.995327,0.995171,0.554700,0.027602,0.027407,0.001612,24194.259969,23.816667,29.139258,29.517145,1.049685,17.000000,28.000000,0.000000,54.000000,1.928571,0.001157,0.000000,0.019594,10154.090000,21.000000
0.000000,0.141421,0.463050,6.484597,11.083945,15.989059,18.424277,19.748863,22.456129,37.971700,-0.804978,-0.360555,-0.141421,-0.002927,0.000000,0.113137,0.236815,0.412126,0.773160,2.974230,0.000000,0.000000,0.036418,0.099643,0.160244,0.248069,0.362317,0.583342,1.202387,6.527169,0.979469,0.992278,0.998460,0.999588,0.999908,0.999984,0.999997,1.000000,1.000000,1.000000,13.062539,11.127348,37.971700,9.722763,-0.005350,-0.004946,0.466778,2.974230,-2.959976,2.974230,0.707827,0.457266,-0.562379,0.559136,0.425135,6.527169,0.729895,0.987421,0.985972,0.554700,0.048209,0.048780,0.004353,7811.398342,11.716667,30.213371,25.092461,1.109531,8.000000,68.000000,1.000000,125.000000,1.838235,0.008705,0.000128,0.096728,4225.020000,21.000000
0.360555,4.654584,6.505536,11.072824,12.828094,13.725007,16.004122,19.379627,20.852816,24.239224,-0.639153,-0.401334,-0.239580,-0.127672,0.000000,0.105532,0.211584,0.388277,0.667156,3.883264,0.000000,0.056273,0.096196,0.144534,0.213328,0.293663,0.409465,0.668773,1.290827,5.827816,0.981383,0.996936,0.999329,0.999789,0.999934,0.999980,0.999995,0.999999,1.000000,1.000000,12.661982,11.764234,24.239224,7.133324,-0.006372,-0.006070,0.427824,3.883264,-2.963194,3.883264,0.617223,0.445477,-0.452643,0.514372,0.461869,5.827816,0.679700,0.990941,0.990413,0.514496,0.040062,0.061012,0.005148,7964.386400,11.300000,28.318584,28.672566,0.530973,6.000000,20.000000,0.000000,50.000000,2.500000,0.002511,0.000000,0.029499,3263.720000,21.000000
0.000000,0.141421,0.509902,2.982108,5.924478,10.445475,13.889731,14.945233,20.085541,36.047191,-0.533916,-0.260158,-0.141421,-0.056956,0.000000,0.066753,0.141421,0.278693,0.555878,18.127091,0.000000,0.000000,0.035937,0.089443,0.145883,0.261673,0.360649,0.565531,0.933909,3.607882,0.965616,0.993570,0.998950,0.999841,0.999959,0.999987,0.999997,1.000000,1.000000,1.000000,9.579697,8.078264,36.047191,7.696540,0.000106,0.000096,0.360069,18.127091,-18.827145,18.827145,0.953373,0.394738,-0.397040,0.464171,0.354718,3.607882,0.524660,0.986153,0.984523,0.554700,0.048290,0.049275,0.006070,8401.394598,17.350000,27.319885,27.146974,0.345821,4.000000,86.000000,1.000000,184.000000,2.139535,0.010236,0.000119,0.082613,3314.620000,21.000000
0.300000,4.028893,7.014269,10.948001,13.647344,15.303856,17.331126,22.055449,26.304029,35.037266,-0.806838,-0.508649,-0.238822,-0.100000,0.000000,0.112323,0.304830,0.478224,0.840943,2.897612,0.003966,0.050583,0.101912,0.163271,0.268989,0.376200,0.538340,0.797615,1.412477,5.638953,0.982146,0.994796,0.998768,0.999593,0.999874,0.999962,0.999990,0.999998,1.000000,1.000000,14.055099,13.392339,35.037266,9.357919,-0.008237,-0.007982,0.513796,2.897612,-3.684000,3.684000,0.717795,0.510805,-0.550467,0.581369,0.528345,5.638953,0.731614,0.989595,0.989094,0.554700,0.044314,0.052459,0.003885,8236.288224,10.266667,29.610390,28.344156,1.168831,9.000000,22.000000,0.000000,43.000000,1.954545,0.002671,0.000000,0.035714,4416.490000,21.000000
0.000000,0.100000,0.424264,2.610265,4.876474,6.006510,7.363939,9.223219,10.741510,14.469969,-0.841231,-0.478706,-0.292182,-0.137196,0.000000,0.009144,0.141421,0.352186,0.822180,4.030352,0.000000,0.000000,0.009288,0.092662,0.199456,0.353689,0.468768,0.754814,1.702032,3.353905,0.946006,0.977802,0.994080,0.998534,0.999573,0.999908,0.999959,0.999994,1.000000,1.000000,5.961810,4.862859,14.469969,4.426760,-0.039694,-0.036019,0.515146,4.030352,-4.129578,4.129578,0.792561,0.574952,-0.561564,0.682155,0.480035,3.353905,0.685273,0.980801,0.978911,0.617031,0.052958,0.132075,0.026534,1055.240316,3.633333,24.770642,29.174312,0.275229,1.000000,23.000000,0.000000,42.000000,1.826087,0.021796,0.000000,0.105505,597.780000,21.000000
0.100000,0.223607,0.932636,4.224991,6.152235,8.203532,11.315768,13.092592,14.233763,16.434719,-0.986694,-0.443735,-0.268512,-0.092678,0.000000,0.100000,0.209309,0.480243,0.947224,2.827652,0.000000,0.035082,0.081290,0.126491,0.200000,0.307952,0.488626,0.669232,1.041633,3.993344,0.968010,0.991895,0.998394,0.999477,0.999802,0.999934,0.999966,0.999995,1.000000,1.000000,7.278709,6.629910,16.434719,5.597702,-0.007915,-0.007495,0.550989,2.827652,-3.521039,3.521039,0.808947,0.568921,-0.595052,0.478906,0.413357,3.993344,0.574417,0.985663,0.984526,0.554700,0.046269,0.059322,0.008823,2380.137755,6.000000,28.500000,28.000000,0.666667,3.000000,21.000000,0.000000,40.000000,1.904762,0.008823,0.000000,0.058333,1416.280000,21.000000
0.000000,0.100000,0.200000,0.500000,3.089926,5.477313,7.041730,8.599184,10.521397,16.826764,-0.805251,-0.338516,-0.123607,0.000000,0.000000,0.100000,0.212654,0.435486,0.795978,2.024740,0.000000,0.000000,0.000000,0.069495,0.140590,0.269435,0.430646,0.642317,1.031155,3.140570,0.953985,0.986394,0.996485,0.998868,0.999704,0.999894,0.999985,1.000000,1.000000,1.000000,5.368919,4.299685,16.826764,4.540789,-0.001320,-0.001143,0.463928,2.024740,-3.287126,3.287126,0.717683,0.497652,-0.579493,0.523631,0.369099,3.140570,0.526476,0.981807,0.978813,0.536875,0.056355,0.085653,0.019710,2029.451399,7.883333,27.780127,23.974630,0.126850,1.000000,50.000000,1.000000,121.000000,2.420000,0.024637,0.000493,0.105708,1394.310000,21.000000
0.223607,4.780167,8.056638,12.103718,14.859002,16.383528,17.832000,22.924441,25.307406,28.259158,-0.977510,-0.499585,-0.300378,-0.141421,0.000000,0.141421,0.342053,0.569429,0.997915,2.905960,0.005812,0.074396,0.131286,0.185765,0.254140,0.358982,0.559296,0.862180,1.563016,7.708624,0.983282,0.996170,0.999168,0.999716,0.999900,0.999967,0.999992,0.999998,1.000000,1.000000,14.346953,13.648237,28.259158,8.638980,-0.000069,-0.000067,0.611710,2.905960,-4.215368,4.215368,0.863777,0.629031,-0.624989,0.635481,0.581750,7.708624,0.883568,0.989640,0.989143,0.554700,0.047488,0.040917,0.002974,8407.314292,10.283333,29.076175,29.270665,1.847650,12.000000,23.000000,0.000000,36.000000,1.565217,0.002736,0.000000,0.037277,4742.210000,21.000000
0.000000,0.000000,0.000000,0.000000,0.100000,0.141421,0.400000,3.563117,9.092963,20.181675,-0.509902,-0.146209,-0.100000,0.000000,0.000000,0.000000,0.088473,0.141421,0.447851,7.076169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055470,0.175679,0.692478,19.588955,0.948683,0.980581,0.994980,0.999572,0.999994,1.000000,1.000000,1.000000,1.000000,1.000000,4.044778,2.097745,20.181675,4.319593,-0.000335,-0.000225,0.338209,7.076169,-3.675252,7.076169,0.688088,0.508000,-0.496638,0.640929,0.225488,19.588955,0.806860,0.975409,0.960430,0.533993,0.072425,0.064777,0.030724,2083.060784,16.566667,19.919517,20.402414,0.422535,5.000000,185.000000,15.000000,537.000000,2.902703,0.088812,0.007201,0.186117,2155.050000,21.000000
0.080000,0.538516,4.326864,6.259393,8.766413,10.501511,13.846720,14.868352,17.464592,24.988197,-0.718215,-0.381500,-0.194971,-0.100000,0.000000,0.100000,0.241988,0.423903,0.654771,2.055785,0.000000,0.022329,0.072999,0.126491,0.181995,0.249485,0.360521,0.599692,0.962185,3.213885,0.978278,0.994844,0.998896,0.999726,0.999938,0.999980,0.999993,0.999998,1.000000,1.000000,9.955127,8.958554,24.988197,6.816545,-0.001023,-0.000954,0.408568,2.055785,-2.291187,2.291187,0.554510,0.424825,-0.452985,0.432244,0.365426,3.213885,0.511368,0.989064,0.988068,0.536875,0.043387,0.052463,0.005825,8412.081910,15.666667,28.723404,27.063830,0.191489,2.000000,47.000000,1.000000,105.000000,2.234043,0.005587,0.000119,0.050000,3888.620000,21.000000
0.000000,0.000000,0.100000,0.100000,0.300000,0.509902,2.206958,6.707721,10.193324,14.637281,-0.583155,-0.282843,-0.100000,-0.016228,0.000000,0.000000,0.100000,0.269160,0.538516,12.575728,0.000000,0.000000,0.000000,0.000000,0.043386,0.114773,0.269929,0.526235,0.946864,24.523508,0.937285,0.980619,0.993561,0.997783,0.999480,0.999902,1.000000,1.000000,1.000000,1.000000,3.695321,2.680766,14.637281,4.074944,-0.005676,-0.004644,0.365942,12.575728,-8.952213,12.575728,0.808109,0.456936,-0.438218,0.592193,0.334908,24.523508,1.096838,0.974484,0.965514,0.514496,0.073334,0.057325,0.021271,2538.685813,15.800000,23.670886,25.316456,0.316456,2.000000,132.000000,7.000000,309.000000,2.340909,0.051995,0.002757,0.139241,1864.990000,21.000000
0.000000,0.000000,0.000000,0.100000,0.141421,0.509902,1.781290,3.108375,6.082763,15.394155,-0.548273,-0.279527,-0.102539,0.000000,0.000000,0.000000,0.100000,0.233701,0.531127,2.218639,0.000000,0.000000,0.000000,0.000000,0.000000,0.063246,0.136290,0.332136,0.579041,2.174511,0.948683,0.986394,0.996733,0.999366,0.999883,0.999995,1.000000,1.000000,1.000000,1.000000,2.906085,1.770895,15.394155,3.076290,-0.013471,-0.009903,0.312503,2.218639,-2.422568,2.422568,0.499432,0.414960,-0.435120,0.374642,0.179081,2.174511,0.326530,0.981216,0.972578,0.514496,0.056047,0.062807,0.035293,1813.396820,17.083333,21.834146,22.185366,0.000000,0.000000,146.000000,8.000000,444.000000,3.041096,0.080512,0.004412,0.142439,1068.230000,21.000000
0.100000,0.141421,0.538516,5.728001,7.965511,13.775340,16.546443,17.575551,19.737235,23.546762,-0.514026,-0.309654,-0.141421,-0.061191,0.000000,0.082185,0.157115,0.336462,0.558586,3.074095,0.000000,0.020828,0.065809,0.124059,0.172314,0.257272,0.377140,0.583120,1.019391,4.945455,0.967075,0.989690,0.997400,0.999565,0.999896,0.999963,0.999992,0.999999,1.000000,1.000000,10.226992,9.317664,23.546762,7.941614,-0.001733,-0.001655,0.340178,3.074095,-2.797701,3.074095,0.501759,0.346126,-0.366856,0.452493,0.378734,4.945455,0.558366,0.983344,0.982051,0.514496,0.055433,0.073171,0.007808,8069.096825,14.450000,29.273356,27.889273,0.415225,4.000000,67.000000,0.000000,102.000000,1.522388,0.008303,0.000000,0.077278,3158.640000,21.000000
0.312982,3.896394,6.394683,10.193804,13.641847,16.167931,17.849756,24.785405,27.305310,35.710643,-1.003856,-0.536125,-0.348987,-0.139197,0.005688,0.197856,0.381989,0.619000,1.042925,2.842715,0.017844,0.067387,0.127083,0.195179,0.286219,0.423367,0.570371,0.858096,1.529561,4.743192,0.978194,0.994200,0.998812,0.999534,0.999780,0.999930,0.999979,0.999996,0.999999,1.000000,14.270627,13.648161,35.710643,9.630588,-0.004321,-0.004216,0.652401,2.842715,-3.845446,3.845446,0.914981,0.641952,-0.697233,0.613059,0.570403,4.743192,0.769037,0.990637,0.990289,0.645942,0.032294,0.071661,0.005208,8448.211408,10.333333,30.193548,28.161290,1.645161,10.000000,19.000000,0.000000,38.000000,2.000000,0.002249,0.000000,0.030645,5377.360000,21.000000
0.141421,0.370906,0.948683,1.381774,2.846050,3.676022,4.517964,4.783383,5.676425,6.760178,-1.034580,-0.563099,-0.303505,-0.100000,0.000000,0.100000,0.226267,0.536373,1.034092,2.308674,0.000000,0.022629,0.082027,0.124035,0.193025,0.316228,0.578812,1.138806,1.502258,3.716452,0.948683,0.977607,0.990897,0.995434,0.998511,0.999316,0.999792,0.999909,0.999989,1.000000,2.918136,2.758070,6.760178,2.104860,-0.003264,-0.003195,0.555548,2.308674,-2.007889,2.308674,0.741507,0.557075,-0.578348,0.601722,0.527782,3.716452,0.696137,0.972983,0.971638,0.521450,0.073071,0.112069,0.039776,653.662478,3.966667,29.495798,28.739496,0.504202,1.000000,16.000000,0.000000,19.000000,1.187500,0.024477,0.000000,0.067227,399.010000,21.000000
5.997331,10.906201,14.220338,20.227392,31.964042,32.770046,33.329416,33.838735,34.436173,39.011793,-0.666998,-0.349924,-0.196428,-0.092226,0.000000,0.096046,0.210185,0.349063,0.651384,6.995219,0.048093,0.119004,0.196528,0.281336,0.367561,0.477146,0.603961,0.809415,1.303547,10.378120,0.992366,0.999073,0.999807,0.999892,0.999948,0.999974,0.999991,0.999997,1.000000,1.000000,24.064136,23.631679,39.011793,11.867656,-0.005026,-0.004964,0.466753,6.995219,-4.673649,6.995219,0.773871,0.471637,-0.473365,0.680805,0.660665,10.378120,1.079046,0.993621,0.993543,0.514496,0.032955,0.044767,0.001889,40764.646098,28.766667,29.339513,29.860950,2.190035,27.000000,19.000000,0.000000,34.000000,1.789474,0.000466,0.000000,0.011008,14741.730000,21.000000
0.000000,0.000000,0.000000,0.100000,0.141421,0.360555,0.583095,4.362093,7.414566,16.961427,-0.447214,-0.260555,-0.141404,0.000000,0.000000,0.000000,0.100000,0.238560,0.435593,2.719078,0.000000,0.000000,0.000000,0.000000,0.000000,0.063246,0.141421,0.333680,0.704422,3.453376,0.948683,0.982785,0.992278,0.997858,0.999684,0.999985,1.000000,1.000000,1.000000,1.000000,2.944517,1.911118,16.961427,3.322505,0.000117,0.000091,0.273379,2.719078,-1.703321,2.719078,0.429170,0.355123,-0.344280,0.411257,0.201125,3.453376,0.383744,0.977566,0.968951,0.514496,0.067396,0.054029,0.028142,2096.496020,18.300000,23.060109,23.770492,0.054645,1.000000,182.000000,5.000000,418.000000,2.296703,0.086812,0.002385,0.165756,1152.540000,21.000000
0.588784,7.847671,11.286623,14.616771,16.140012,17.665333,19.382105,20.321417,21.002143,22.557704,-1.053287,-0.643480,-0.260578,-0.097183,0.000000,0.095920,0.262227,0.667099,1.071210,3.386408,0.000000,0.059885,0.110891,0.187555,0.300021,0.547298,0.805228,1.017263,1.273257,6.587256,0.994009,0.998925,0.999633,0.999880,0.999940,0.999972,0.999990,0.999998,1.000000,1.000000,14.610824,13.939656,22.557704,7.020292,-0.007931,-0.007628,0.594288,3.386408,-4.936359,4.936359,0.832860,0.611753,-0.623980,0.631316,0.576846,6.587256,0.689047,0.994971,0.994744,0.536875,0.029971,0.025532,0.001825,19724.612889,23.600000,28.728814,28.898305,0.805085,13.000000,35.000000,0.000000,74.000000,2.114286,0.001774,0.000000,0.024718,11071.670000,21.000000
0.000000,0.100000,0.223607,0.438034,2.079776,4.374700,5.414484,7.416819,12.992517,18.466456,-1.134931,-0.487418,-0.274192,-0.100000,0.000000,0.100000,0.260535,0.565878,1.170341,5.153373,0.000000,0.000000,0.039223,0.063246,0.133589,0.252970,0.456911,0.834041,1.459339,7.951399,0.903005,0.968838,0.990081,0.996021,0.999117,0.999842,0.999957,0.999991,1.000000,1.000000,4.791683,4.140014,18.466456,4.946728,-0.001346,-0.001270,0.688847,5.153373,-5.656824,5.656824,1.081115,0.750907,-0.710079,0.738117,0.572115,7.951399,1.147132,0.966721,0.962426,0.514496,0.083329,0.118367,0.028019,1035.003539,4.183333,27.250996,28.924303,2.390438,5.000000,30.000000,0.000000,45.000000,1.500000,0.028985,0.000000,0.119522,1161.830000,21.000000
0.100000,0.316228,0.728011,2.750078,5.590170,7.526390,8.821111,10.159870,11.997660,13.420134,-0.846768,-0.508060,-0.233767,-0.076618,0.000000,0.149803,0.301635,0.474520,0.803160,2.950848,0.000000,0.023989,0.068037,0.128240,0.189340,0.286772,0.418698,0.624376,0.988773,7.086761,0.959310,0.989187,0.997343,0.999007,0.999623,0.999857,0.999945,0.999988,1.000000,1.000000,6.009644,5.430202,13.420134,4.604060,-0.000296,-0.000276,0.510567,2.950848,-2.891717,2.950848,0.722159,0.518892,-0.577892,0.494882,0.423794,7.086761,0.705610,0.979995,0.977689,0.518978,0.063338,0.064246,0.011668,1971.163354,6.066667,29.340659,26.373626,0.659341,4.000000,18.000000,1.000000,39.000000,2.166667,0.009132,0.000507,0.049451,1062.690000,21.000000
1.529706,6.184658,9.050967,11.180340,13.159027,15.901258,18.539687,20.670027,22.415396,23.938463,-0.850383,-0.497171,-0.301329,-0.135053,0.007346,0.159206,0.311072,0.478706,0.872191,2.490042,0.035351,0.088564,0.141343,0.209214,0.299989,0.417866,0.579258,0.882427,1.415730,6.515658,0.980489,0.995850,0.999019,0.999624,0.999874,0.999958,0.999988,0.999997,0.999999,1.000000,13.408204,13.036270,23.938463,7.198612,-0.002293,-0.002261,0.549102,2.490042,-2.939674,2.939674,0.755256,0.540832,-0.573673,0.596889,0.570361,6.515658,0.762878,0.991731,0.991602,0.600000,0.032044,0.057263,0.004362,9399.150711,12.033333,30.249307,28.753463,1.329640,11.000000,17.000000,0.000000,27.000000,1.588235,0.001809,0.000000,0.023546,4689.100000,21.000000
0.316228,3.208207,5.399440,7.368038,10.829589,14.566606,16.648821,19.367079,20.943591,22.418965,-0.903950,-0.475594,-0.294145,-0.100000,0.000000,0.112311,0.302080,0.524247,0.901213,2.791102,0.009148,0.072811,0.132184,0.201259,0.305282,0.402189,0.547395,0.855096,1.477206,8.632996,0.965627,0.992935,0.997432,0.999253,0.999810,0.999939,0.999988,0.999997,1.000000,1.000000,11.377458,10.962027,22.418965,7.425929,-0.004101,-0.004009,0.564924,2.791102,-4.198929,4.198929,0.797391,0.567608,-0.588361,0.639563,0.583752,8.632996,0.885279,0.988385,0.987943,0.523016,0.036999,0.082938,0.007521,9306.760822,14.166667,29.576471,28.941176,1.411765,11.000000,33.000000,1.000000,51.000000,1.545455,0.003546,0.000107,0.038824,4654.350000,21.000000
0.484827,6.695217,11.041920,14.228630,16.455090,17.704688,21.194134,23.253771,24.857796,28.470335,-0.821461,-0.476715,-0.297338,-0.159147,0.000000,0.131785,0.310764,0.464066,0.794912,2.590372,0.021499,0.078765,0.135589,0.201758,0.282654,0.387124,0.510750,0.840647,1.516194,4.581906,0.989293,0.997500,0.999419,0.999758,0.999911,0.999972,0.999994,0.999999,1.000000,1.000000,15.813850,15.018569,28.470335,8.221360,-0.015133,-0.014752,0.520246,2.590372,-2.560535,2.590372,0.716981,0.532316,-0.534997,0.586846,0.541354,4.581906,0.700478,0.993960,0.993702,0.554700,0.029169,0.037109,0.002447,7764.600219,8.633333,28.378378,29.884170,0.810811,6.000000,14.000000,0.000000,26.000000,1.857143,0.001803,0.000000,0.027027,3816.300000,21.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.141421,7.633344,21.402266,27.364941,-0.302604,-0.123607,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.293275,3.941419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.149727,0.773371,7.410977,0.992278,0.999408,0.999985,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,10.256573,4.421156,27.364941,8.713603,0.000519,0.000278,0.252603,3.941419,-4.415917,4.415917,0.538357,0.479817,-0.464520,0.700639,0.209016,7.410977,0.556207,0.991233,0.982210,0.514496,0.041231,0.009346,0.002107,7118.061673,26.850000,15.791434,16.275605,0.335196,8.000000,205.000000,28.000000,959.000000,4.678049,0.028800,0.003934,0.127250,4678.230000,21.000000
2.732834,5.135173,7.306449,12.564235,14.781391,16.434719,17.424408,22.649724,23.157936,24.301852,-0.892580,-0.489611,-0.287120,-0.142091,-0.003433,0.128351,0.272960,0.449653,0.850528,6.395267,0.033910,0.094222,0.135752,0.229883,0.351918,0.504116,0.689613,0.914220,1.514572,7.067796,0.968784,0.992214,0.998180,0.999386,0.999763,0.999916,0.999978,0.999996,0.999999,1.000000,13.671207,13.406261,24.301852,7.556526,-0.017073,-0.016907,0.570526,6.395267,-3.883131,6.395267,0.862312,0.567956,-0.584030,0.646280,0.621182,7.067796,0.828172,0.989003,0.988828,0.632127,0.036214,0.111546,0.008240,6917.630495,8.616667,29.129594,30.058027,1.392650,8.000000,7.000000,0.000000,10.000000,1.428571,0.001012,0.000000,0.013540,3056.460000,21.000000
0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.200000,0.316228,0.500000,1.019804,-0.376842,-0.162316,-0.100000,0.000000,0.000000,0.000000,0.100000,0.200000,0.337918,0.632456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063246,0.178885,1.272792,0.881481,0.963600,0.983870,0.992278,0.998367,1.000000,1.000000,1.000000,1.000000,1.000000,0.285650,0.149873,1.019804,0.198056,-0.001455,-0.001042,0.177442,0.632456,-1.019804,1.019804,0.253554,0.254654,-0.241331,0.287298,0.086040,1.272792,0.229216,0.961928,0.941428,0.514496,0.086485,0.063158,0.415936,57.701201,6.433333,20.673575,22.072539,0.000000,0.000000,100.000000,3.000000,209.000000,2.090000,1.733066,0.051992,0.259067,17.020000,21.000000
0.100000,0.141421,0.651638,3.921734,7.391432,10.623088,12.168601,13.000000,13.706000,14.968300,-0.705246,-0.317786,-0.141421,-0.080758,0.000000,0.083569,0.184548,0.399988,0.563768,2.240011,0.000000,0.020122,0.074363,0.121325,0.193177,0.271509,0.364211,0.557724,0.896869,4.214639,0.970143,0.993964,0.998460,0.999772,0.999929,0.999976,0.999990,0.999998,1.000000,1.000000,7.662255,6.988260,14.968300,5.623208,-0.021523,-0.020022,0.415876,2.240011,-2.950517,2.950517,0.657440,0.434228,-0.459402,0.430058,0.358049,4.214639,0.518427,0.984870,0.983958,0.559142,0.052322,0.037915,0.005300,1509.464245,3.616667,27.096774,28.202765,0.276498,1.000000,13.000000,0.000000,21.000000,1.615385,0.008612,0.000000,0.059908,713.130000,21.000000
0.100000,0.214164,0.316228,0.538516,3.081326,4.778469,6.214208,8.967545,10.636042,14.361755,-0.856963,-0.494682,-0.245131,-0.092621,0.000000,0.121266,0.252988,0.445456,0.844893,2.187954,0.000000,0.027269,0.063246,0.101082,0.178885,0.316228,0.516686,0.781621,1.426389,3.765168,0.946881,0.965147,0.984551,0.993179,0.996764,0.998861,0.999846,0.999988,1.000000,1.000000,4.483048,4.166311,14.361755,4.368900,-0.011764,-0.011507,0.510181,2.187954,-2.136435,2.187954,0.713169,0.501413,-0.542437,0.557858,0.478599,3.765168,0.664958,0.974652,0.972333,0.540758,0.062561,0.150838,0.035220,766.601280,3.083333,29.513514,28.540541,0.324324,1.000000,16.000000,0.000000,19.000000,1.187500,0.020871,0.000000,0.086486,534.110000,21.000000
